Machine,StartDateTime,EndDateTime,Duration,TotalBiscuitsMade,GoodMadeBiscuits,OEE Category,Product
Biscuit Pressing Machine ,7/29/21 5:38,7/29/21 5:53,14.63011646,0,460,NO (No Order),Peanut Cookies
Biscuit Sprinkling Machine ,7/29/21 5:40,7/29/21 5:41,0.9599999785,524848,309,NO (No Order),Peanut Cookies
Biscuit Sprinkling Machine ,7/29/21 5:41,7/29/21 5:44,2.630949974,524638,356,CC (Changeover Cleaning),Peanut Cookies
Biscuit Sprinkling Machine ,7/29/21 5:44,7/29/21 5:48,4.210616589,0,356,NO (No Order),Peanut Cookies
Biscuit Filling Machine ,7/29/21 5:47,7/29/21 5:53,5.633333206,196320,196774,CC (Changeover Cleaning),Jammy Creams
Biscuit Pressing Machine ,7/29/21 5:53,7/29/21 8:22,149.0272675,0,243,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 5:53,7/29/21 6:08,15.11666679,206834,207460,NO (No Order),Jammy Creams
Biscuit Jam Machine ,7/29/21 6:03,7/29/21 6:04,0.5834332705,0,4,CC (Changeover Cleaning),Peanut Cookies
Biscuit Jam Machine ,7/29/21 6:05,7/29/21 7:10,64.40409851,0,438,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 6:08,7/29/21 6:09,0.9166666865,206559,207181,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 6:09,7/29/21 6:11,2.233333349,208115,208695,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 6:11,7/29/21 6:58,47.09999847,208121,509,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 6:58,7/29/21 7:11,12.30000019,216724,8458,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 6:58,7/29/21 6:58,0,208730,1112,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 7:00,7/29/21 8:21,81.60521698,0,18,CC (Changeover Cleaning),Almond Biscotti
Biscuit Jam Machine ,7/29/21 7:10,7/29/21 8:21,71.9291153,0,454,NO (No Order),Almond Biscotti
Biscuit Boxing Machine ,7/29/21 7:10,8/22/21 20:02,35332.12109,0,132,NO (No Order),Bourbon Creams
Biscuit Filling Machine ,7/29/21 7:11,7/29/21 7:13,2.566666603,216606,8730,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:13,7/29/21 7:16,3.233333349,218575,10634,NO (No Order),Jammy Creams
Biscuit Mixing Machine ,7/29/21 7:16,7/29/21 7:24,7.742266655,0,436,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:16,7/29/21 7:24,8.100000381,218564,10608,CC (Changeover Cleaning),Jammy Creams
Biscuit Mixing Machine ,7/29/21 7:24,7/30/21 16:35,1991.607056,0,213,NO (No Order),Chocolate cookies
Biscuit Filling Machine ,7/29/21 7:24,7/29/21 7:26,1.366666675,219054,11168,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:26,7/29/21 7:27,1.5,219243,11163,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:27,7/29/21 7:32,4.683333397,221778,14069,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:32,7/29/21 7:38,5.566666603,222005,14048,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:38,7/29/21 7:38,0.2333333343,221666,13804,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:38,7/29/21 7:38,0.1666666716,221911,13931,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:38,7/29/21 7:38,0.03333333507,221950,14168,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:38,7/29/21 7:38,0.2666666806,221795,13977,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:38,7/29/21 7:40,2.083333254,222731,14821,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:40,7/29/21 7:42,1.866666675,222791,15215,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:42,7/29/21 7:49,6.983333111,226791,19089,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 7:49,7/29/21 7:50,0.4666666687,226981,18833,CC (Changeover Cleaning),Jammy Creams
Biscuit Forming Machine ,7/29/21 8:01,7/29/21 10:09,128.245697,0,233,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 8:14,7/29/21 8:27,13.24234962,257045,49338,0,Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 8:21,7/29/21 8:25,3.816499949,0,122,CC (Changeover Cleaning),Almond Biscotti
Biscuit Jam Machine ,7/29/21 8:21,7/29/21 8:45,23.40161705,0,221,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 8:22,7/29/21 8:45,23.40161705,0,432,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 8:25,7/29/21 8:45,19.57678413,0,407,NO (No Order),Almond Biscotti
Packaging Heat Machine ,7/29/21 8:27,7/29/21 8:54,26.65029907,0,94,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 8:40,7/29/21 8:40,0.6833333373,257232,49481,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 8:40,7/29/21 8:47,6.833333492,261165,53234,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 8:45,7/29/21 8:48,3.600049973,0,108,NO (No Order),Almond Biscotti
Biscuit Jam Machine ,7/29/21 8:45,7/29/21 8:48,3.595833302,0,21,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 8:45,7/29/21 8:48,2.987449884,0,95,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 8:47,7/29/21 8:53,5.716666698,261281,53325,CC (Changeover Cleaning),Jammy Creams
Biscuit Pressing Machine ,7/29/21 8:48,7/29/21 8:49,0.4333333075,0,175,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 8:48,7/29/21 8:49,0.2088833004,0,294,NO (No Order),Almond Biscotti
Biscuit Jam Machine ,7/29/21 8:48,7/29/21 8:53,4.199999809,0,60,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 8:49,7/29/21 8:52,3.766666651,0,69,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 8:49,7/29/21 8:49,0.01590000093,0,371,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 8:49,7/29/21 8:53,3.970999956,0,32,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 8:52,7/29/21 9:18,25.64999962,0,351,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 8:53,7/29/21 9:01,8.449999809,0,211,CC (Changeover Cleaning),Almond Biscotti
Biscuit Jam Machine ,7/29/21 8:53,7/29/21 14:37,344.3999939,0,119,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 8:53,7/29/21 8:53,0.03333333507,261288,53358,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 8:53,7/29/21 8:55,2.200000048,261098,53314,CC (Changeover Cleaning),Jammy Creams
Packaging Heat Machine ,7/29/21 8:54,7/29/21 8:54,0.9500666857,0,381,CC (Changeover Cleaning),Jammy Creams
Packaging Heat Machine ,7/29/21 8:54,7/29/21 8:55,0.2086833268,0,479,NO (No Order),Jammy Creams
Packaging Heat Machine ,7/29/21 8:55,7/29/21 8:56,0.8579666615,0,292,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 8:55,7/29/21 8:55,0.05000000075,261049,53409,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 8:55,7/29/21 8:59,3.549999952,261076,53097,CC (Changeover Cleaning),Jammy Creams
Packaging Heat Machine ,7/29/21 8:56,7/29/21 8:56,0.2583833337,0,167,NO (No Order),Jammy Creams
Packaging Heat Machine ,7/29/21 8:56,7/29/21 8:57,0.7250000238,0,210,CC (Changeover Cleaning),Jammy Creams
Packaging Heat Machine ,7/29/21 8:57,7/29/21 10:05,68.60248566,0,28,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 8:59,7/29/21 9:01,2.166666746,262424,54169,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:01,7/29/21 9:03,2.083333254,262135,54209,CC (Changeover Cleaning),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 9:01,7/29/21 9:01,0.150000006,1,401,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:01,7/29/21 9:01,0.2166665941,0,343,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:01,7/29/21 9:02,0.150000006,0,492,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:02,7/29/21 9:07,5.150000095,0,233,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:03,7/29/21 9:04,0.6499999762,262497,54566,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:04,7/29/21 9:04,0.4166666567,262487,54585,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:04,7/29/21 9:17,12.60000038,269867,62156,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 9:07,7/29/21 9:07,0.1666665971,0,245,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:07,7/29/21 9:07,0.03333330154,117,41,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:07,7/29/21 9:07,0.1333332956,232,138,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:07,7/29/21 9:07,0.03333330154,303,281,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:07,7/29/21 9:08,0.8000000119,669,32,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:08,7/29/21 9:08,0.05000000075,634,177,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:08,7/29/21 9:08,0.1333332956,996,490,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:08,7/29/21 9:08,0.03333330154,806,170,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:08,7/29/21 9:08,0.3000000119,909,50,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:08,7/29/21 9:08,0.03333330154,1104,438,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:08,7/29/21 9:09,0.1333332956,868,478,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.03333330154,1076,39,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.1333332956,1375,325,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.03333330154,1327,141,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.1333332956,1159,10,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.03333330154,1076,258,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.150000006,1558,340,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.03333330154,1543,78,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.1166666001,1546,264,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.05000000075,1484,82,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.1333332956,1426,344,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:09,0.03333330154,1693,479,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:09,7/29/21 9:10,0.1333332956,1577,451,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:10,7/29/21 9:12,2.25,1799,168,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:12,7/29/21 9:12,0.06666660309,1790,374,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:12,7/29/21 9:12,0.03333330154,1653,14,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:12,7/29/21 9:12,0.1333332956,1579,15,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:12,7/29/21 9:12,0.03333330154,1838,143,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:12,7/29/21 9:12,0.1333332956,1744,243,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:12,7/29/21 9:12,0.05000000075,1611,432,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:12,7/29/21 9:13,0.6333333254,2078,328,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:13,7/29/21 9:13,0.03333330154,1972,266,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:13,7/29/21 9:13,0.1333332956,2106,225,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:13,7/29/21 9:13,0.349999994,2099,244,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:13,7/29/21 9:13,0.06666660309,2549,355,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:13,7/29/21 9:16,2.483333349,2348,476,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:16,7/29/21 9:18,1.950000048,3903,422,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:17,7/29/21 9:18,0.9333333373,269923,62168,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:18,7/29/21 9:21,3.349999905,272043,64014,NO (No Order),Jammy Creams
Biscuit Pressing Machine ,7/29/21 9:18,7/29/21 9:26,7.75,0,252,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:18,7/29/21 9:33,15.11666679,3961,203,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:21,7/29/21 9:22,0.9666666389,271869,64070,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:22,7/29/21 9:37,14.88333321,280629,72939,NO (No Order),Jammy Creams
Biscuit Pressing Machine ,7/29/21 9:26,7/29/21 9:26,0.1000000015,0,472,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:26,7/29/21 9:27,1.216666579,0,52,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:27,7/29/21 9:27,0.1666665971,0,49,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:27,7/29/21 9:32,5.283333302,0,135,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:32,7/29/21 9:37,4.75,0,470,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:33,7/29/21 9:34,0.466666609,4462,55,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:34,7/29/21 9:34,0.2833333015,4471,101,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:34,7/29/21 9:37,3.400000095,7052,153,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:37,7/29/21 9:43,6.150000095,280703,73148,CC (Changeover Cleaning),Jammy Creams
Biscuit Pressing Machine ,7/29/21 9:37,7/29/21 9:38,0.8833333254,0,174,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:37,7/29/21 9:38,1,7376,87,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:38,7/29/21 9:39,1.266666651,0,372,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:38,7/29/21 9:39,1.149999976,8327,447,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:39,7/29/21 9:40,0.8999999762,0,215,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:39,7/29/21 9:40,1.016666651,8111,157,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:40,7/29/21 9:43,2.75,0,172,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:40,7/29/21 9:43,2.633333206,10471,136,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:43,7/29/21 9:45,2.083333254,281738,73715,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 9:43,7/29/21 9:46,2.883333206,10500,155,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:43,7/29/21 9:44,1.116666555,0,287,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:44,7/29/21 9:44,0.1000000015,0,141,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 9:44,7/29/21 9:45,1.233333349,0,472,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:45,7/29/21 9:46,1.083333373,281817,73788,CC (Changeover Cleaning),Jammy Creams
Biscuit Pressing Machine ,7/29/21 9:45,7/29/21 10:32,46.66666794,0,236,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 9:46,7/29/21 9:50,3.683333397,13708,462,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:46,7/29/21 9:47,0.8500000238,281858,74359,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:47,7/29/21 9:47,0.349999994,282143,74183,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:47,7/29/21 9:51,3.533333302,284178,75939,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 9:50,7/29/21 10:02,12.80000019,13569,228,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 9:51,7/29/21 9:52,1.166666627,283900,76075,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:52,7/29/21 9:53,1.066666722,284575,76461,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:53,7/29/21 9:54,1.383333325,284730,76571,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 9:54,7/29/21 10:01,6.900000095,288319,80590,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 10:01,7/29/21 10:03,1.5,288493,80523,CC (Changeover Cleaning),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 10:02,7/29/21 10:03,0.9666665792,14533,172,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 10:03,7/29/21 10:07,4.233333111,290870,82683,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 10:03,7/29/21 10:12,8.933333397,14205,218,CC (Changeover Cleaning),Almond Biscotti
Packaging Heat Machine ,7/29/21 10:05,7/29/21 10:07,2.124983311,0,42,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 10:07,7/29/21 10:08,0.5833333135,290898,83109,CC (Changeover Cleaning),Jammy Creams
Packaging Heat Machine ,7/29/21 10:07,7/29/21 10:12,4.26673317,0,163,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 10:08,7/29/21 10:12,3.966666698,292943,84876,NO (No Order),Jammy Creams
Biscuit Forming Machine ,7/29/21 10:09,7/29/21 10:12,3.266599894,0,314,CC (Changeover Cleaning),Jammy Creams
Packaging Heat Machine ,7/29/21 10:12,7/29/21 10:34,22.63371658,0,373,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 10:12,7/29/21 10:14,2.233333349,292800,85319,CC (Changeover Cleaning),Jammy Creams
Biscuit Forming Machine ,7/29/21 10:12,7/29/21 21:54,701.7531128,0,170,NO (No Order),Chocolate cookies
Biscuit Sprinkling Machine ,7/29/21 10:12,7/29/21 10:14,1.883333325,16239,144,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 10:14,7/29/21 10:21,6.766666889,296700,88756,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 10:14,7/29/21 10:15,1.299999952,16106,403,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 10:15,7/29/21 10:29,13.51666641,27775,105,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 10:21,7/29/21 10:21,0.8166666627,296650,88767,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 10:21,7/29/21 10:35,13.6833334,304906,96899,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 10:29,7/29/21 10:29,0.400000006,27415,306,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 10:29,7/29/21 10:32,2.75,29932,34,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 10:32,7/29/21 10:33,0.5166665912,0,233,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 10:32,7/29/21 10:33,0.6333333254,29725,448,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 10:33,7/29/21 10:44,11.85000038,0,147,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 10:33,7/29/21 10:33,0.6999999881,30635,49,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 10:33,7/29/21 10:35,2,30674,155,CC (Changeover Cleaning),Almond Biscotti
Packaging Heat Machine ,7/29/21 10:34,7/29/21 10:40,5.466650009,0,267,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 10:35,7/29/21 10:38,2.966666698,304964,97075,CC (Changeover Cleaning),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 10:35,7/29/21 10:36,0.6499999762,30864,289,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 10:36,7/29/21 10:39,2.799999952,30886,489,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 10:38,7/29/21 10:56,17.5,316103,108138,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 10:39,7/29/21 10:44,5.566666603,35675,118,NO (No Order),Almond Biscotti
Packaging Heat Machine ,7/29/21 10:40,7/29/21 10:41,1.658416629,0,125,CC (Changeover Cleaning),Jammy Creams
Packaging Heat Machine ,7/29/21 10:41,7/29/21 12:01,79.25098419,0,343,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 10:44,7/29/21 10:46,1.899999976,35253,279,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 10:44,7/29/21 10:46,1.766666651,0,409,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 10:46,7/29/21 11:30,44.08333206,0,280,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 10:46,7/29/21 11:30,43.98333359,70465,182,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 10:56,7/29/21 10:57,1.75,316157,108557,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 10:57,7/29/21 11:16,18.21666718,328793,121040,NO (No Order),Jammy Creams
Biscuit Filling Machine ,7/29/21 11:16,7/29/21 11:25,9.683333397,328909,120894,CC (Changeover Cleaning),Jammy Creams
Biscuit Filling Machine ,7/29/21 11:25,7/29/21 11:36,11.19999981,328551,121052,CC (Changeover Cleaning),Jammy Creams
Biscuit Pressing Machine ,7/29/21 11:30,7/29/21 11:31,0.3166666031,0,97,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:30,7/29/21 11:31,0.4166665971,70491,161,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 11:31,7/29/21 11:34,3,0,22,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:31,7/29/21 11:34,2.900000095,72885,494,NO (No Order),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 11:34,7/29/21 11:36,1.933333278,0,62,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:34,7/29/21 11:36,2.033333302,72736,378,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 11:36,7/29/21 11:39,3.549999952,0,298,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:36,7/29/21 11:39,3.433333397,75680,277,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 11:36,7/29/21 11:41,4.183333397,331507,123371,NO (No Order),Jammy Creams
Biscuit Pressing Machine ,7/29/21 11:39,7/29/21 11:40,0.866666615,0,424,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:39,7/29/21 11:40,0.9833332896,75884,294,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 11:40,7/29/21 11:42,2.116666555,0,381,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:40,7/29/21 11:42,2,77114,491,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 11:41,7/29/21 11:43,2.216666698,331454,123699,CC (Changeover Cleaning),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 11:42,7/29/21 11:43,0.7166665792,77425,168,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 11:42,7/29/21 11:43,0.6000000238,0,62,CC (Changeover Cleaning),Almond Biscotti
Biscuit Pressing Machine ,7/29/21 11:43,7/29/21 11:52,9.533332825,0,195,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:43,7/29/21 11:44,1.133333325,78266,409,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 11:43,7/29/21 11:44,1.166666627,332253,124394,NO (No Order),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 11:44,7/29/21 11:45,1.399999976,78219,249,CC (Changeover Cleaning),Almond Biscotti
Biscuit Filling Machine ,7/29/21 11:44,7/29/21 11:50,5.933333397,331918,124172,CC (Changeover Cleaning),Jammy Creams
Biscuit Sprinkling Machine ,7/29/21 11:45,7/29/21 11:47,1.583333254,79354,196,NO (No Order),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:47,7/29/21 11:47,0.1166666001,79537,313,CC (Changeover Cleaning),Almond Biscotti
Biscuit Sprinkling Machine ,7/29/21 11:47,7/29/21 11:52,5.183333397,83329,43,NO (No Order),Almond Biscotti
Biscuit Filling Machine ,7/29/21 11:50,7/29/21 11:54,4.116666794,334485,126892,NO (No Order),Jammy Creams
Biscuit Pressing Machine ,7/29/21 11:52,7/29/21 11:53,1.016666651,0,346,CC (Changeover Cleaning),Almond Biscotti
